"game","date","age","team","opp","result","mp","fg","fga","fgp","three","threeatt","threep","ft","fta","ftp","orb","drb","trb","ast","stl","blk","tov","pts","game_score"
"82","2003-04-16 00:00:00.000","40-058","WAS","PHI","L (-20)","28:00","6","15","0.4","0","0","","3","4","0.75","0","4","4","4","0","0","2","15","8.5"
"81","2003-04-14 00:00:00.000","40-056","WAS","NYK","L (-14)","37:00","9","22","0.409","0","3","0","3","3","1","1","7","8","1","1","0","2","21","11.3"
"80","2003-04-12 00:00:00.000","40-054","WAS","ATL","L (-1)","30:00","8","16","0.5","0","0","","1","2","0.5","2","6","8","6","1","1","2","17","14.5"
"79","2003-04-11 00:00:00.000","40-053","WAS","MIA","W (+4)","40:00","11","26","0.423","0","1","0","3","3","1","1","1","2","4","2","0","1","25","15.2"
"78","2003-04-09 00:00:00.000","40-051","WAS","BOS","L (-4)","43:00","8","17","0.471","1","2","0.5","4","4","1","0","10","10","1","2","0","1","21","16.2"
"77","2003-04-08 00:00:00.000","40-050","WAS","CLE","W (+9)","46:00","10","19","0.526","1","1","1","5","5","1","3","7","10","3","3","1","1","26","25.7"
"76","2003-04-06 00:00:00.000","40-048","WAS","BOS","W (+1)","47:00","10","22","0.455","1","1","1","4","4","1","2","11","13","7","2","0","2","25","22"
"75","2003-04-03 00:00:00.000","40-045","WAS","ATL","L (-2)","43:00","10","23","0.435","0","1","0","2","2","1","1","13","14","7","2","0","0","22","20.6"
"74","2003-04-02 00:00:00.000","40-044","WAS","SAC","L (-6)","42:00","8","17","0.471","0","0","","1","2","0.5","0","1","1","4","0","0","1","17","9.2"
"73","2003-03-30 00:00:00.000","40-041","WAS","DEN","L (-16)","37:00","9","23","0.391","0","1","0","1","2","0.5","1","4","5","2","1","0","5","19","5"
"72","2003-03-28 00:00:00.000","40-039","WAS","LAL","L (-14)","41:00","10","20","0.5","0","0","","3","4","0.75","0","0","0","4","1","0","1","23","15"
"71","2003-03-26 00:00:00.000","40-037","WAS","SEA","W (+6)","44:00","12","22","0.545","0","0","","2","3","0.667","1","9","10","4","2","1","4","26","18.7"
"70","2003-03-25 00:00:00.000","40-036","WAS","POR","W (+4)","41:00","11","19","0.579","0","0","","3","4","0.75","0","5","5","7","2","0","1","25","21.5"
"69","2003-03-23 00:00:00.000","40-034","WAS","GSW","L (-6)","42:00","11","23","0.478","1","1","1","1","1","1","0","5","5","4","2","0","3","24","14.8"
"68","2003-03-21 00:00:00.000","40-032","WAS","PHO","L (-26)","36:00","4","12","0.333","0","1","0","6","6","1","2","3","5","2","1","1","2","14","10.6"
"67","2003-03-18 00:00:00.000","40-029","WAS","DET","L (-4)","50:00","10","25","0.4","0","1","0","3","4","0.75","1","10","11","3","0","0","2","23","12.1"
"66","2003-03-15 00:00:00.000","40-026","WAS","MIA","W (+7)","39:00","9","18","0.5","0","1","0","1","1","1","2","6","8","1","2","2","3","19","13.1"
"65","2003-03-14 00:00:00.000","40-025","WAS","DET","L (-10)","40:00","6","18","0.333","0","0","","3","4","0.75","1","4","5","4","2","1","0","15","11"
"64","2003-03-11 00:00:00.000","40-022","WAS","ORL","W (+1)","40:00","10","18","0.556","0","0","","3","3","1","0","4","4","2","2","0","9","23","8.4"
"63","2003-03-09 00:00:00.000","40-020","WAS","NYK","L (-1)","43:00","13","22","0.591","0","0","","13","15","0.867","1","7","8","1","1","0","3","39","28.3"
"62","2003-03-07 00:00:00.000","40-018","WAS","MIL","L (-3)","43:00","11","24","0.458","0","1","0","5","6","0.833","0","9","9","3","2","0","1","27","19.2"
"61","2003-03-05 00:00:00.000","40-016","WAS","LAC","W (+19)","24:00","4","14","0.286","0","0","","2","2","1","3","6","9","0","0","0","1","10","3.9"
"60","2003-03-04 00:00:00.000","40-015","WAS","TOR","L (-3)","15:00","2","5","0.4","0","0","","0","0","","1","2","3","2","0","0","3","4","0.6"
"59","2003-03-02 00:00:00.000","40-013","WAS","MIA","L (-10)","39:00","9","27","0.333","0","1","0","3","3","1","1","7","8","2","1","3","0","21","12.2"
"58","2003-03-01 00:00:00.000","40-012","WAS","CHI","W (+8)","43:00","7","18","0.389","0","2","0","3","4","0.75","0","8","8","8","0","0","2","17","12"
"57","2003-02-27 00:00:00.000","40-010","WAS","HOU","W (+2)","50:00","15","26","0.577","0","0","","5","7","0.714","0","11","11","6","0","0","3","35","25.3"
"56","2003-02-25 00:00:00.000","40-008","WAS","IND","W (+5)","41:00","11","25","0.44","0","0","","3","4","0.75","0","6","6","3","1","0","1","25","14.6"
"55","2003-02-23 00:00:00.000","40-006","WAS","DAL","L (-5)","52:00","14","26","0.538","0","0","","2","2","1","2","7","9","3","2","1","6","30","18.5"
"54","2003-02-21 00:00:00.000","40-004","WAS","NJN","W (+3)","43:00","18","30","0.6","0","0","","7","8","0.875","0","10","10","3","4","1","1","43","36.8"
"53","2003-02-19 00:00:00.000","40-002","WAS","NOH","L (-12)","39:00","8","23","0.348","0","0","","4","6","0.667","3","3","6","2","0","2","3","20","9.1"
"52","2003-02-14 00:00:00.000","39-362","WAS","UTA","L (-32)","29:00","3","12","0.25","0","0","","5","5","1","1","1","2","3","0","0","2","11","4.9"
"51","2003-02-12 00:00:00.000","39-360","WAS","LAC","W (+4)","39:00","8","24","0.333","0","0","","7","9","0.778","2","4","6","12","2","1","2","23","17.9"
"50","2003-02-11 00:00:00.000","39-359","WAS","SAC","L (-19)","31:00","5","19","0.263","0","0","","2","2","1","2","5","7","2","0","0","1","12","4"
"49","2003-02-04 00:00:00.000","39-352","WAS","CLE","W (+9)","43:00","13","26","0.5","0","0","","1","1","1","0","4","4","8","4","1","2","27","22.3"
"48","2003-02-01 00:00:00.000","39-349","WAS","NOH","W (+5)","44:00","18","33","0.545","0","0","","9","10","0.9","1","2","3","6","1","1","2","45","31.9"
"47","2003-01-30 00:00:00.000","39-347","WAS","MIL","L (-7)","39:00","11","24","0.458","0","1","0","2","3","0.667","2","2","4","4","1","0","2","24","14.6"
"46","2003-01-29 00:00:00.000","39-346","WAS","NJN","L (-8)","37:00","4","16","0.25","0","0","","0","0","","0","5","5","5","0","0","3","8","-0.4"
"45","2003-01-27 00:00:00.000","39-344","WAS","PHO","W (+5)","38:00","9","14","0.643","0","0","","1","2","0.5","0","7","7","1","2","0","5","19","11.8"
"44","2003-01-25 00:00:00.000","39-342","WAS","MIN","L (-8)","41:00","8","18","0.444","0","1","0","1","2","0.5","0","8","8","5","2","1","4","17","11.8"
"43","2003-01-24 00:00:00.000","39-341","WAS","CHI","L (-7)","39:00","4","14","0.286","0","0","","3","4","0.75","2","3","5","3","1","1","1","11","6.7"
"42","2003-01-22 00:00:00.000","39-339","WAS","NOH","L (-9)","38:00","9","21","0.429","0","0","","0","0","","0","4","4","3","3","0","2","18","10.8"
"41","2003-01-20 00:00:00.000","39-337","WAS","DEN","W (+15)","42:00","11","22","0.5","0","2","0","3","4","0.75","1","4","5","6","1","1","3","25","17.2"
"40","2003-01-18 00:00:00.000","39-335","WAS","PHI","L (-8)","42:00","10","25","0.4","0","3","0","5","6","0.833","2","6","8","7","5","1","2","25","21.3"
"39","2003-01-16 00:00:00.000","39-333","WAS","ORL","W (+15)","39:00","12","25","0.48","0","1","0","8","10","0.8","1","5","6","8","2","0","1","32","26.1"
"38","2003-01-14 00:00:00.000","39-331","WAS","TOR","L (-9)","41:00","8","23","0.348","0","0","","6","6","1","2","3","5","4","3","2","2","22","16.2"
"37","2003-01-11 00:00:00.000","39-328","WAS","NYK","W (+5)","41:00","8","25","0.32","0","0","","7","9","0.778","5","5","10","3","1","0","2","23","13.2"
"36","2003-01-10 00:00:00.000","39-327","WAS","GSW","L (-5)","41:00","7","17","0.412","0","0","","0","0","","0","2","2","5","0","1","0","14","9.3"
"35","2003-01-08 00:00:00.000","39-325","WAS","CHI","W (+3)","33:00","5","13","0.385","0","0","","4","5","0.8","0","10","10","7","1","0","2","14","11.8"
"34","2003-01-06 00:00:00.000","39-323","WAS","BOS","W (+5)","40:00","7","18","0.389","0","2","0","5","5","1","0","11","11","7","4","0","4","19","16.6"
"33","2003-01-04 00:00:00.000","39-321","WAS","IND","W (+3)","53:00","14","26","0.538","3","4","0.75","10","12","0.833","3","9","12","4","3","0","2","41","35.4"
"32","2003-01-02 00:00:00.000","39-319","WAS","CHI","W (+25)","30:00","4","11","0.364","0","2","0","2","2","1","1","4","5","5","2","0","3","10","7.9"
"31","2002-12-31 00:00:00.000","39-317","WAS","SAS","W (+2)","35:00","7","15","0.467","1","1","1","2","2","1","1","6","7","3","1","0","2","17","12.5"
"30","2002-12-30 00:00:00.000","39-316","WAS","ORL","L (-17)","39:00","8","17","0.471","0","0","","5","5","1","0","8","8","9","3","0","4","21","18.4"
"29","2002-12-28 00:00:00.000","39-314","WAS","ATL","W (+8)","35:00","4","10","0.4","0","1","0","2","2","1","1","3","4","5","1","1","0","10","10.6"
"28","2002-12-26 00:00:00.000","39-312","WAS","DET","L (-5)","41:00","7","17","0.412","0","1","0","3","4","0.75","1","3","4","1","0","2","4","17","5.6"
"27","2002-12-23 00:00:00.000","39-309","WAS","DAL","L (-6)","36:00","5","15","0.333","1","1","1","2","2","1","0","7","7","8","0","2","3","13","9.4"
"26","2002-12-21 00:00:00.000","39-307","WAS","SAS","L (-11)","41:00","8","20","0.4","0","0","","0","0","","0","5","5","3","0","1","2","16","7.1"
"25","2002-12-18 00:00:00.000","39-304","WAS","MEM","W (+18)","35:00","14","23","0.609","2","3","0.667","3","3","1","0","5","5","2","3","0","3","33","25.4"
"24","2002-12-17 00:00:00.000","39-303","WAS","ATL","W (+10)","38:00","12","18","0.667","0","0","","6","6","1","0","3","3","2","0","0","1","30","22.3"
"23","2002-12-15 00:00:00.000","39-301","WAS","TOR","W (+13)","40:00","1","9","0.111","0","0","","0","0","","2","6","8","9","2","1","0","2","7.5"
"22","2002-12-13 00:00:00.000","39-299","WAS","NJN","L (-14)","40:00","5","20","0.25","0","0","","2","2","1","0","5","5","4","2","0","4","12","1.5"
"21","2002-12-10 00:00:00.000","39-296","WAS","POR","L (-19)","29:00","6","10","0.6","0","0","","2","2","1","2","3","5","1","1","1","1","14","13.1"
"20","2002-12-07 00:00:00.000","39-293","WAS","NYK","W (+3)","37:00","9","18","0.5","0","1","0","2","4","0.5","0","9","9","2","3","0","2","20","14.1"
"19","2002-12-06 00:00:00.000","39-292","WAS","ORL","L (-10)","39:00","7","21","0.333","0","0","","2","2","1","1","5","6","0","0","0","3","16","2.1"
"18","2002-12-04 00:00:00.000","39-290","WAS","DET","W (+5)","39:00","5","14","0.357","0","0","","11","16","0.688","2","7","9","4","6","2","3","21","21.1"
"17","2002-12-03 00:00:00.000","39-289","WAS","MIL","W (+25)","30:00","9","20","0.45","0","0","","7","8","0.875","0","7","7","4","0","0","1","25","17.7"
"16","2002-11-30 00:00:00.000","39-286","WAS","PHI","L (-1)","37:00","8","20","0.4","0","2","0","0","0","","1","3","4","2","0","1","2","16","5.7"
"15","2002-11-29 00:00:00.000","39-285","WAS","IND","L (-16)","30:00","6","15","0.4","0","1","0","2","2","1","0","4","4","1","1","0","1","14","7"
"14","2002-11-26 00:00:00.000","39-282","WAS","IND","L (-4)","34:00","10","21","0.476","3","3","1","5","8","0.625","0","1","1","2","3","0","1","28","19"
"13","2002-11-23 00:00:00.000","39-279","WAS","MEM","L (-11)","32:00","9","18","0.5","0","0","","2","2","1","2","4","6","5","2","0","3","20","15.7"
"12","2002-11-22 00:00:00.000","39-278","WAS","HOU","L (-7)","30:00","4","15","0.267","0","0","","0","0","","0","2","2","1","0","0","1","8","-1.4"
"11","2002-11-17 00:00:00.000","39-273","WAS","PHI","L (-16)","28:00","9","16","0.563","1","2","0.5","0","0","","0","2","2","3","1","0","5","19","9.7"
"10","2002-11-16 00:00:00.000","39-272","WAS","MIA","W (+30)","19:00","4","5","0.8","0","0","","0","0","","0","5","5","2","2","0","1","8","8.8"
"9","2002-11-14 00:00:00.000","39-270","WAS","UTA","W (+3)","34:00","7","17","0.412","0","1","0","5","5","1","0","6","6","1","1","0","3","19","8.8"
"8","2002-11-12 00:00:00.000","39-268","WAS","SEA","L (-6)","31:00","13","22","0.591","0","0","","1","2","0.5","1","5","6","4","1","1","4","27","18.7"
"7","2002-11-09 00:00:00.000","39-265","WAS","CLE","W (+14)","31:00","5","11","0.455","0","1","0","2","2","1","2","6","8","6","0","2","0","12","13.9"
"6","2002-11-08 00:00:00.000","39-264","WAS","LAL","W (+1)","30:00","9","14","0.643","0","0","","7","12","0.583","0","3","3","3","2","0","2","25","18.2"
"5","2002-11-06 00:00:00.000","39-262","WAS","CLE","W (+7)","24:00","2","6","0.333","0","1","0","2","3","0.667","1","2","3","4","3","0","1","6","7.1"
"4","2002-11-05 00:00:00.000","39-261","WAS","MIN","L (-4)","29:00","5","14","0.357","0","0","","0","0","","0","2","2","1","1","0","1","10","2.7"
"3","2002-11-02 00:00:00.000","39-258","WAS","NJN","L (-8)","27:00","7","16","0.438","1","2","0.5","6","8","0.75","0","2","2","2","2","0","0","21","15"
"2","2002-10-31 00:00:00.000","39-256","WAS","BOS","W (+45)","21:00","8","15","0.533","0","0","","5","5","1","0","4","4","5","2","1","0","21","20.7"
"1","2002-10-30 00:00:00.000","39-255","WAS","TOR","L (-6)","25:00","4","14","0.286","0","0","","0","2","0","0","3","3","1","3","0","2","8","0.4"
"60","2002-04-02 00:00:00.000","39-044","WAS","LAL","L (-20)","12:00","1","5","0.2","0","0","","0","0","","0","3","3","3","0","0","0","2","1.5"
"59","2002-03-31 00:00:00.000","39-042","WAS","DAL","L (-7)","28:00","4","14","0.286","0","0","","2","2","1","1","2","3","5","1","1","2","10","5.9"
"58","2002-03-29 00:00:00.000","39-040","WAS","MIL","W (+9)","26:00","12","22","0.545","0","0","","10","12","0.833","0","3","3","1","0","0","0","34","23.8"
"57","2002-03-26 00:00:00.000","39-037","WAS","DEN","W (+16)","20:00","4","9","0.444","0","1","0","1","3","0.333","1","2","3","6","0","0","1","9","7.2"
"56","2002-03-24 00:00:00.000","39-035","WAS","TOR","L (-1)","22:00","6","17","0.353","0","0","","2","2","1","0","3","3","2","2","0","3","14","4.2"
"55","2002-03-21 00:00:00.000","39-032","WAS","UTA","L (-15)","22:00","4","12","0.333","0","0","","3","4","0.75","0","4","4","4","1","0","1","11","7.8"
"54","2002-03-20 00:00:00.000","39-031","WAS","DEN","W (+32)","16:00","2","9","0.222","0","0","","3","3","1","0","1","1","2","2","0","2","7","3.2"
"53","2002-02-24 00:00:00.000","39-007","WAS","MIA","L (-12)","30:00","4","13","0.308","1","2","0.5","0","1","0","0","5","5","6","3","0","6","9","3"
"52","2002-02-23 00:00:00.000","39-006","WAS","MIA","L (-2)","37:00","13","25","0.52","1","1","1","10","12","0.833","1","4","5","7","0","0","4","37","25.5"
"51","2002-02-21 00:00:00.000","39-004","WAS","NJN","L (-11)","37:00","7","17","0.412","0","1","0","2","2","1","0","5","5","6","3","0","4","16","10.8"
"50","2002-02-18 00:00:00.000","39-001","WAS","HOU","L (-13)","36:00","5","12","0.417","0","1","0","1","2","0.5","1","5","6","11","0","0","2","11","11.3"
"49","2002-02-15 00:00:00.000","38-363","WAS","PHO","W (+1)","37:00","7","19","0.368","0","0","","8","9","0.889","0","6","6","4","2","2","5","22","13.3"
"48","2002-02-14 00:00:00.000","38-362","WAS","SAC","L (-16)","33:00","6","18","0.333","0","0","","4","6","0.667","0","1","1","4","1","0","3","16","6.1"
"47","2002-02-12 00:00:00.000","38-360","WAS","LAL","L (-9)","41:00","8","20","0.4","0","0","","6","8","0.75","0","5","5","6","2","1","4","22","14.4"
"46","2002-02-07 00:00:00.000","38-355","WAS","SAC","W (+7)","41:00","12","30","0.4","0","1","0","1","1","1","2","4","6","9","1","0","1","25","16.9"
"45","2002-02-05 00:00:00.000","38-353","WAS","TOR","W (+5)","40:00","10","21","0.476","0","1","0","3","4","0.75","1","6","7","5","0","0","2","23","14.7"
"44","2002-02-03 00:00:00.000","38-351","WAS","IND","W (+20)","41:00","11","19","0.579","1","1","1","0","0","","1","4","5","6","0","0","0","23","19.4"
"43","2002-02-01 00:00:00.000","38-349","WAS","ATL","W (+7)","38:00","10","24","0.417","0","1","0","8","10","0.8","0","4","4","8","2","2","1","28","22.8"
"42","2002-01-31 00:00:00.000","38-348","WAS","CLE","W (+1)","40:00","11","27","0.407","0","1","0","4","4","1","1","4","5","8","1","0","4","26","16"
"41","2002-01-29 00:00:00.000","38-346","WAS","DET","L (-3)","42:00","13","30","0.433","0","0","","6","8","0.75","0","5","5","7","2","0","3","32","20.8"
"40","2002-01-26 00:00:00.000","38-343","WAS","PHO","W (+10)","40:00","17","30","0.567","0","0","","7","9","0.778","2","2","4","7","2","0","2","41","32.1"
"39","2002-01-24 00:00:00.000","38-341","WAS","CLE","W (+9)","40:00","18","29","0.621","0","0","","4","7","0.571","1","7","8","2","2","0","0","40","31.1"
"38","2002-01-22 00:00:00.000","38-339","WAS","PHI","L (-7)","42:00","14","27","0.519","1","2","0.5","1","1","1","2","6","8","6","2","1","5","30","20.2"
"37","2002-01-21 00:00:00.000","38-338","WAS","MIN","L (-4)","39:00","12","34","0.353","1","4","0.25","4","5","0.8","4","10","14","3","0","0","1","29","16.1"
"36","2002-01-19 00:00:00.000","38-336","WAS","CHI","W (+8)","41:00","7","21","0.333","0","2","0","2","6","0.333","0","12","12","4","2","2","9","16","1.7"
"35","2002-01-16 00:00:00.000","38-333","WAS","NJN","L (-44)","18:00","4","14","0.286","0","0","","2","2","1","0","2","2","1","1","1","1","10","3.4"
"34","2002-01-15 00:00:00.000","38-332","WAS","SAS","L (-5)","40:00","5","21","0.238","0","0","","10","16","0.625","0","1","1","4","0","1","4","20","4.7"
"33","2002-01-12 00:00:00.000","38-329","WAS","MIN","L (-8)","40:00","14","30","0.467","0","0","","7","7","1","0","6","6","4","1","1","5","35","20.1"
"32","2002-01-11 00:00:00.000","38-328","WAS","MIL","L (-19)","33:00","10","24","0.417","0","0","","2","4","0.5","0","3","3","3","1","0","6","22","5.6"
"31","2002-01-08 00:00:00.000","38-325","WAS","LAC","W (+8)","42:00","9","24","0.375","0","0","","0","1","0","2","8","10","8","1","0","4","18","10.4"
"30","2002-01-04 00:00:00.000","38-321","WAS","CHI","W (+6)","38:00","9","24","0.375","0","2","0","11","13","0.846","0","7","7","3","2","2","5","29","16"
"29","2001-12-31 00:00:00.000","38-317","WAS","NJN","W (+22)","39:00","16","32","0.5","1","3","0.333","12","13","0.923","0","10","10","7","3","0","3","45","35.7"
"28","2001-12-29 00:00:00.000","38-315","WAS","CHH","W (+17)","38:00","21","38","0.553","0","2","0","9","10","0.9","2","5","7","4","3","0","4","51","35.9"
"27","2001-12-27 00:00:00.000","38-313","WAS","IND","L (-27)","25:00","2","10","0.2","1","2","0.5","1","2","0.5","2","2","4","4","0","0","4","6","-0.2"
"26","2001-12-26 00:00:00.000","38-312","WAS","CHH","L (-6)","35:00","11","28","0.393","1","2","0.5","5","6","0.833","1","3","4","7","1","0","3","28","15.3"
"25","2001-12-22 00:00:00.000","38-308","WAS","NYK","W (+1)","36:00","11","22","0.5","0","0","","4","7","0.571","0","1","1","3","1","0","4","26","12.4"
"24","2001-12-21 00:00:00.000","38-307","WAS","ORL","W (+18)","34:00","3","16","0.188","0","0","","6","6","1","3","3","6","8","1","0","3","12","8.2"
"23","2001-12-19 00:00:00.000","38-305","WAS","ATL","W (+27)","27:00","11","19","0.579","0","1","0","1","1","1","1","3","4","6","1","1","2","23","18.8"
"22","2001-12-16 00:00:00.000","38-302","WAS","TOR","W (+5)","36:00","8","21","0.381","0","0","","5","6","0.833","2","2","4","3","3","0","4","21","11"
"21","2001-12-14 00:00:00.000","38-300","WAS","NYK","W (+16)","34:00","8","19","0.421","0","1","0","3","3","1","0","6","6","6","1","2","5","19","10.7"
"20","2001-12-12 00:00:00.000","38-298","WAS","MIA","W (+2)","34:00","9","23","0.391","0","1","0","7","11","0.636","0","6","6","7","1","1","1","25","18.3"
"19","2001-12-11 00:00:00.000","38-297","WAS","MEM","W (+10)","31:00","8","19","0.421","0","1","0","0","0","","0","6","6","9","0","0","0","16","13.2"
"18","2001-12-08 00:00:00.000","38-294","WAS","DAL","W (+7)","35:00","7","21","0.333","0","1","0","7","9","0.778","2","10","12","4","4","0","1","21","17.3"
"17","2001-12-06 00:00:00.000","38-292","WAS","HOU","W (+3)","33:00","9","23","0.391","0","0","","0","0","","0","6","6","7","0","0","4","18","7.4"
"16","2001-12-01 00:00:00.000","38-287","WAS","ORL","L (-9)","33:00","6","19","0.316","0","0","","3","3","1","0","7","7","7","0","2","2","15","8.9"
"15","2001-11-30 00:00:00.000","38-286","WAS","MIA","W (+9)","38:00","10","20","0.5","0","1","0","2","3","0.667","1","6","7","5","0","0","2","22","14.8"
"14","2001-11-28 00:00:00.000","38-284","WAS","PHI","W (+7)","38:00","11","27","0.407","0","1","0","8","10","0.8","0","6","6","7","5","1","1","30","25.3"
"13","2001-11-27 00:00:00.000","38-283","WAS","CLE","L (-19)","31:00","9","24","0.375","0","0","","0","0","","1","3","4","5","1","0","0","18","10.1"
"12","2001-11-24 00:00:00.000","38-280","WAS","BOS","W (+4)","45:00","7","24","0.292","0","1","0","3","3","1","1","10","11","6","1","0","2","17","8.7"
"11","2001-11-22 00:00:00.000","38-278","WAS","IND","L (-7)","40:00","8","26","0.308","0","1","0","5","5","1","0","5","5","6","2","1","3","21","11"
"10","2001-11-20 00:00:00.000","38-276","WAS","CHH","L (-7)","41:00","13","23","0.565","1","2","0.5","3","4","0.75","0","4","4","6","2","0","5","30","19.5"
"9","2001-11-16 00:00:00.000","38-272","WAS","UTA","L (-9)","41:00","17","33","0.515","1","2","0.5","9","11","0.818","3","4","7","3","1","0","0","44","33.3"
"8","2001-11-14 00:00:00.000","38-270","WAS","MIL","L (-9)","41:00","12","24","0.5","0","1","0","7","8","0.875","1","3","4","3","2","1","3","31","20.8"
"7","2001-11-11 00:00:00.000","38-267","WAS","SEA","L (-15)","39:00","5","26","0.192","0","1","0","6","6","1","3","9","12","4","1","2","1","16","7.2"
"6","2001-11-09 00:00:00.000","38-265","WAS","GSW","L (-9)","38:00","13","30","0.433","0","1","0","6","8","0.75","0","3","3","3","3","0","3","32","17.2"
"5","2001-11-07 00:00:00.000","38-263","WAS","BOS","L (-9)","41:00","12","26","0.462","0","1","0","8","10","0.8","2","6","8","2","2","0","5","32","18.6"
"4","2001-11-04 00:00:00.000","38-260","WAS","DET","L (-22)","22:00","8","18","0.444","0","0","","3","3","1","0","8","8","2","1","0","1","19","13"
"3","2001-11-03 00:00:00.000","38-259","WAS","PHI","W (+14)","38:00","7","21","0.333","0","0","","6","9","0.667","2","4","6","9","2","1","2","20","16.1"
"2","2001-11-01 00:00:00.000","38-257","WAS","ATL","W (+10)","40:00","13","30","0.433","0","3","0","5","6","0.833","0","6","6","6","2","0","1","31","21"
"1","2001-10-30 00:00:00.000","38-255","WAS","NYK","L (-2)","37:00","7","21","0.333","0","3","0","5","6","0.833","3","2","5","6","4","0","3","19","13.4"
"82","1998-04-18 00:00:00.000","35-060","CHI","NYK","W (+2)","40:00","11","24","0.458","0","0","","22","24","0.917","0","3","3","3","1","0","1","44","33.4"
"81","1998-04-17 00:00:00.000","35-059","CHI","PHI","W (+7)","39:00","9","19","0.474","0","2","0","6","8","0.75","1","5","6","2","5","0","4","24","16.1"
"80","1998-04-15 00:00:00.000","35-057","CHI","DET","L (-8)","43:00","7","25","0.28","0","3","0","5","10","0.5","4","2","6","4","1","0","2","19","5.9"
"79","1998-04-13 00:00:00.000","35-055","CHI","IND","L (-9)","41:00","7","19","0.368","1","1","1","12","14","0.857","0","4","4","3","3","0","4","27","18"
"78","1998-04-11 00:00:00.000","35-053","CHI","ORL","W (+9)","35:00","15","25","0.6","3","5","0.6","4","10","0.4","1","3","4","2","4","0","0","37","29.3"
"77","1998-04-09 00:00:00.000","35-051","CHI","CLE","L (-6)","37:00","10","24","0.417","0","2","0","9","12","0.75","0","6","6","4","0","0","4","29","14.4"
"76","1998-04-07 00:00:00.000","35-049","CHI","WAS","W (+18)","33:00","11","21","0.524","1","2","0.5","7","8","0.875","1","3","4","3","1","1","2","30","22.7"
"75","1998-04-05 00:00:00.000","35-047","CHI","HOU","W (+15)","37:00","18","31","0.581","0","0","","4","4","1","2","2","4","3","3","0","2","40","29.4"
"74","1998-04-03 00:00:00.000","35-045","CHI","MIN","W (+14)","38:00","16","25","0.64","2","6","0.333","7","8","0.875","3","3","6","4","1","0","0","41","35.9"
"73","1998-03-31 00:00:00.000","35-042","CHI","DET","W (+5)","47:00","11","26","0.423","0","2","0","4","4","1","1","2","3","8","4","2","4","26","18.5"
"72","1998-03-29 00:00:00.000","35-040","CHI","MIL","W (+17)","35:00","13","24","0.542","0","1","0","4","5","0.8","1","1","2","0","2","0","0","30","19.8"
"71","1998-03-27 00:00:00.000","35-038","CHI","ATL","W (+15)","43:00","13","26","0.5","0","0","","8","12","0.667","1","4","5","4","0","1","2","34","21.6"
"70","1998-03-25 00:00:00.000","35-036","CHI","ORL","W (+15)","38:00","8","21","0.381","1","3","0.333","0","1","0","2","5","7","8","5","0","0","17","17.8"
"69","1998-03-23 00:00:00.000","35-034","CHI","BOS","W (+23)","36:00","11","22","0.5","0","1","0","2","2","1","1","6","7","2","2","1","2","24","17.2"
"68","1998-03-22 00:00:00.000","35-033","CHI","TOR","W (+2)","41:00","13","28","0.464","0","2","0","7","7","1","0","4","4","3","5","3","2","33","25.8"
"67","1998-03-20 00:00:00.000","35-031","CHI","VAN","W (+6)","39:00","8","13","0.615","1","2","0.5","7","10","0.7","0","4","4","3","0","1","3","24","17.5"
"66","1998-03-17 00:00:00.000","35-028","CHI","IND","W (+6)","42:00","14","28","0.5","1","3","0.333","6","9","0.667","1","3","4","2","1","0","2","35","21.4"
"65","1998-03-16 00:00:00.000","35-027","CHI","NJN","W (+16)","33:00","6","15","0.4","0","1","0","5","8","0.625","2","5","7","1","1","0","4","17","7.9"
"64","1998-03-14 00:00:00.000","35-025","CHI","SAS","W (+10)","42:00","12","22","0.545","0","0","","6","7","0.857","2","3","5","3","2","1","3","30","22.3"
"63","1998-03-12 00:00:00.000","35-023","CHI","DAL","L (-7)","47:00","10","24","0.417","1","3","0.333","5","11","0.455","4","3","7","3","1","1","1","26","15.7"
"62","1998-03-10 00:00:00.000","35-021","CHI","MIA","W (+15)","39:00","17","30","0.567","1","2","0.5","2","2","1","0","4","4","4","1","1","1","37","26.7"
"61","1998-03-08 00:00:00.000","35-019","CHI","NYK","W (+13)","43:00","17","33","0.515","1","2","0.5","7","9","0.778","3","5","8","6","3","1","2","42","34"
"60","1998-03-03 00:00:00.000","35-014","CHI","DEN","W (+28)","40:00","12","19","0.632","0","0","","6","6","1","0","7","7","2","2","0","2","30","24.6"
"59","1998-02-28 00:00:00.000","35-011","CHI","SAC","W (+15)","39:00","10","17","0.588","0","1","0","8","9","0.889","1","1","2","2","0","0","2","28","19.7"
"58","1998-02-25 00:00:00.000","35-008","CHI","POR","L (-5)","42:00","9","26","0.346","0","2","0","15","17","0.882","1","3","4","3","4","1","3","33","22.2"
"57","1998-02-23 00:00:00.000","35-006","CHI","CLE","W (+22)","29:00","7","14","0.5","0","1","0","3","4","0.75","2","5","7","6","0","1","2","17","14.2"
"56","1998-02-21 00:00:00.000","35-004","CHI","WAS","W (+6)","42:00","8","23","0.348","0","0","","3","5","0.6","3","5","8","3","1","2","1","19","11.2"
"55","1998-02-19 00:00:00.000","35-002","CHI","TOR","W (+37)","28:00","5","9","0.556","1","2","0.5","5","6","0.833","0","4","4","5","0","0","1","16","14.2"
